pass_id,emd_lable2,mdl_influence_dense,tkt_avg_amt_y3_dense,tkt_all_amt_y3_dense,tkt_3y_amt_dense,tkt_i_amt_y3_dense,tkt_avg_amt_y2_dense,tkt_all_amt_y2_dense,tkt_i_amt_y2_dense,avg_dist_cnt_y3_dense,tkt_d_amt_y3_dense,avg_dist_cnt_y2_dense,dist_cnt_y2_dense,tkt_d_amt_y2_dense,dist_all_cnt_y3_dense,dist_cnt_y3_dense,tkt_avg_amt_y1_dense,dist_all_cnt_y2_dense,tkt_all_amt_y1_dense,pref_line_y3_1_distance_weighted_dense,pax_tax_dense,tkt_i_amt_y1_dense,tkt_avg_interval_y3_dense,pref_line_y2_1_distance_weighted_dense,avg_dist_cnt_y1_dense,dist_i_cnt_y3_dense,tkt_avg_interval_y2_dense,tkt_d_amt_y1_dense,dist_i_cnt_y2_dense,avg_pref_city_radius_y3_dense,avg_pref_city_radius_y2_dense,pax_fcny_dense,dist_cnt_y1_dense,dist_d_cnt_y3_dense,pref_line_y1_1_distance_weighted_dense,dist_all_cnt_y1_dense,avg_pref_orig_radius_y2_dense,dist_d_cnt_y2_dense,avg_pref_city_radius_y1_dense,avg_pref_orig_radius_y3_dense,avg_pref_orig_radius_y1_dense,dist_i_cnt_y1_dense,tkt_avg_interval_y1_dense,dist_d_cnt_y1_dense,diff_recent_flt_day_dense,cabin_hy_y_rate_y3_dense,select_seat_cnt_y2_dense,seat_walkway_cnt_y2_dense,seat_walkway_cnt_y3_dense,flt_leg_cnt_y2_dense,prebuy_d_cnt_y3_d14_dense,tkt_book_cnt_y1_dense,tkt_book_cnt_y3_dense,flt_leg_i_cnt_y3_dense,flt_leg_d_cnt_y3_dense,flt_cnt_y3_dense,cabin_hf_f_rate_y3_dense,cabin_c_rate_y3_dense,seat_middle_cnt_y2_dense,flt_bag_cnt_y3_dense,flt_leg_cnt_y1_dense,flt_leg_cnt_y3_dense,prebuy_d_cnt_y1_d14_dense,prebuy_d_cnt_y2_d3_dense,prebuy_d_cnt_y2_d7_dense,prebuy_d_cnt_y3_d7_dense,prebuy_i_cnt_y2_d99_dense,prebuy_i_cnt_y3_d99_dense,tkt_book_cnt_y2_dense,mdl_mcv_dense,seg_route_to_SYD_sparse,seg_route_to_LAX_sparse,seg_route_to_JFK_sparse,AB1015,AB1014,AB1013,AB1010,AB1009,AB1008,AB1007,AB1006,seg_cabin_Y_sparse,seg_cabin_W_sparse,seg_cabin_J_sparse,seg_cabin_C_sparse,festival_seg_zero_sparse,festival_seg_Tomb-sweepingDay_sparse,festival_seg_SpringFestival_sparse,festival_seg_NewYearsDay_sparse,festival_seg_NationalDay_sparse,festival_seg_Mid-autumnFestival_sparse,festival_seg_LabourDay_sparse,festival_seg_DragonBoatFestival_sparse,season_seg_dep_time_fall_sparse,season_seg_dep_time_spring_sparse,season_seg_dep_time_summer_sparse,season_seg_dep_time_winter_sparse,flt_leg_i_cnt_y1_dense
19258,0,14.30218583,410,1230,1798.1365,1230,410,1230,1230,8594.333333,0,8594.333333,519.219,0,959,576,0,959,0,9757,449.0737233,0,0,9757,0,959,0,0,959,4386,5080,1740,0,0,0,0,4633,0,0,4633,0,0,0,0,813,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19259,0,35.32739066,1627.895,9767.37,4420,9024.8,736.6666667,4420,3870,4744.666667,742.57,637.5,14571.5,550,28468,28468,91.66666667,1275,550,12732,468.26,0,0,13575,600,26609,0,550,675,2820,411,780,675,1859,13069,600,411,600,1058,2820,504,0,0,600,364,1,0,0,0,2,0,0,0,3,3,6,0,0,2,2,1,6,0,0,1,2,0,0,0,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19260,0,17.54034232,88.45941,67.55488,15579.92,44.27608,52.848127,67.55488,44.27608,5276.216847,23.2788,5614.080584,10837.5,1.52366,21675,21675,0,21675,0,6526,545.11,0,0,6356,0,21675,0,0,21675,5207,5207,2269.336,0,0,0,0,1080,0,0,2421,0,0,0,0,1004,0,0,2,2,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,2,2,0,45,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19261,1,40.86316646,941.4953846,12239.44,11000.55144,10748.95,740.0515385,9620.67,8343.91,6806.384615,1490.49,7310.375,4735.115,1276.76,15526,9666,0,10512,0,11647,299.16,0,0,11391,0,5845,0,0,4897,4956,5246,390,0,9681,0,0,4201,5615,0,3799,0,0,0,0,1192,1,2,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19262,0,29.72808404,1121.3325,4485.33,4485.33,3892.16,1121.3325,4485.33,3892.16,6345,593.17,6345,12690,593.17,25380,25380,0,25380,0,9642,301.41,0,0,9642,0,21675,0,0,21675,4465,4465,708,0,3705,0,0,4465,3705,0,4465,0,0,0,0,878,1,0,1,1,4,0,0,0,2,2,4,0,0,3,2,0,4,0,0,0,0,2,2,0,100,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19263,0,17.37520927,80.00408333,63.13196,4775.41,39.04622,52.77298367,63.13196,39.04622,5273.351414,24.08574,5036.420947,10512.5,6.1176,21025,21025,125.9212274,21025,63.13196,5005,152.86,39.04622,58003,5073,4574.925196,17401,58003,6.1176,17401,3596,3596,504,2470,3624,4403,21025,1101,3624,3596,2263,1386,17401,58003,3624,501,0,0,3,3,4,1,3,3,2,0,2,0,0,0,2,4,4,1,0,0,0,2,2,3,37,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
19264,0,12.92844014,3732.9375,14931.75,5730.73544,14931.75,2386.5725,9546.29,9546.29,7455.5,0,5629.333333,524.95,0,977,595,0,977,0,13514,402.66,0,0,13842,0,977,0,0,977,5525,4040,1420,0,0,0,0,708,0,0,3087,0,0,0,0,1234,0.5,0,0,0,0,0,0,0,4,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19265,0,21.45598961,262.1344693,864.0209,45204.81,46.1065,208.6964728,864.0209,46.1065,5051.226257,817.9144,4313.672906,67475.5,817.9144,102387,102387,52.80576475,69823,205.88616,5935,279.96,46.1065,68280,6953,3706.437341,86345,68280,124.95394,56445,2680,603,2200,32564,16042,6738,27560,1001,13378,3653,1729,1414,24464,40581.90909,3096,483,1,0,9,12,19,0,5,18,13,0,13,0,0,0,9,5,26,0,8,1,1,5,9,12,56,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
19266,0,16.21891928,82.69246667,63.69648,2856.47,43.69414,53.300208,63.69648,43.69414,5288.504311,20.00234,6049.547797,13239,0.74376,26478,26478,126.670901,26478,63.69648,6842,454.43,43.69414,0,5387,5218.066433,26478,0,0.74376,26478,5936,5936,410,2888,0,4932,13088,1075,0,739,2431,771,13088,0,0,702,0,0,2,2,2,0,0,0,2,0,2,0,0,0,2,1,2,0,0,0,0,2,2,0,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19267,0,33.29710988,1591.8575,6367.43,4695.05574,4887.43,1591.8575,6367.43,4887.43,7664.666667,1480,7664.666667,1298.858,1480,4197,2725,0,4197,0,9867,455.51,0,0,9867,0,1602,0,0,1602,3991,4040,751,0,2595,0,0,3931,2595,0,3931,0,0,0,0,912,1,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19268,0,16.73172546,78.68733333,59.86856,3900.4,39.59932,0,0,0,5804.007967,20.26924,0,0,0,19328,19328,0,0,0,10194,435.84,0,0,0,0,19328,0,0,0,4954,0,470,0,0,0,0,0,0,0,2426,0,0,0,0,1277,1,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19269,0,18.91923072,89.35354333,77.06566,6997,46.00828,49.24131795,77.06566,46.00828,5356.23406,31.05738,4897.569872,59301,6.09634,71252,71252,0,23902,0,7432,279.36,0,0,6205,0,71252,0,0,23902,4460,4460,300,0,0,0,0,1128,0,0,2361,0,0,0,0,953,1,0,2,5,4,0,0,0,12,0,12,0,0,1,12,0,12,0,0,0,0,2,4,0,60,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19270,0,17.06911007,1879.785,3759.57,2706.72388,3759.57,1879.785,3759.57,3759.57,10837.5,0,10837.5,524.063,0,953,572,0,953,0,10647,455.61,0,0,10647,0,953,0,0,953,4237,5116,599,0,0,0,0,5207,0,0,5207,0,0,0,0,981,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19271,1,11.96978792,976.185,1952.37,1952.37,1952.37,976.185,1952.37,1952.37,10837.5,0,10837.5,10837.5,0,21675,21675,0,21675,0,10647,454.61,0,26098.32116,10647,0,21675,0,0,21675,5207,5207,300,0,0,0,0,5207,0,0,5207,0,0,0,0,1026,1,0,0,0,2,0,0,4,2,0,2,0,0,0,2,0,2,0,0,0,0,2,2,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19272,1,25.35045087,871.07375,6968.59,5071.02988,5955.71,871.07375,6968.59,5955.71,6356,1012.88,6356,3624.957,1012.88,11634,7350,0,11634,0,9604,301.31,0,0,9604,0,4136,0,0,4136,3958,3995,808,0,7498,0,0,3867,7498,0,3867,0,0,0,0,946,1,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19273,0,13.01596512,790.71,1581.42,399.10744,1581.42,790.71,1581.42,1581.42,13239,0,13239,535.381,0,971,591,0,971,0,14838,440.71,0,0,14838,0,971,0,0,971,5851,5599,243,0,0,0,0,5936,0,0,5936,0,0,0,0,856,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19274,0,28.62657546,3183.5,12734,12734,12734,3183.5,12734,12734,6967.25,0,6967.25,13934.5,0,27869,27869,0,27869,0,8302,283.01,0,151562.2917,8302,0,27869,131694.3773,0,27869,4586,4586,2000,0,0,0,0,4586,0,0,4586,0,0,0,0,842,0,0,0,0,4,0,0,2,4,0,4,0,1,0,4,0,4,0,0,0,0,4,4,2,100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19275,0,16.83582667,79.30309333,72.85392,2056.68,45.37386,0,0,0,5854.809502,27.48006,0,0,0,31972,31972,0,0,0,9700,277.56,0,0,0,0,31972,0,0,0,5218,0,300,0,0,0,0,0,0,0,2409,0,0,0,0,1368,1,0,0,2,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19276,0,17.67466405,81.11623833,70.51796,7073.34,38.75778,48.604248,70.51796,38.75778,5372.495381,31.76018,5224.019128,28649.5,0.93484,57299,57299,51.46591422,57299,70.51796,7069,466.01,38.75778,0,5120,4912.869446,57299,0,0.93484,57299,5207,5207,476,2985,0,4682,24757,1140,0,5207,2410,1339,24757,0,0,557,0,0,0,0,5,0,0,0,5,0,5,0,0,3,4,2,5,0,0,0,0,5,5,0,34,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
19277,0,30.12539197,4701.706923,61122.19,28456.91998,61122.19,4324.403077,56217.24,56217.24,7503.692308,0,8396.1,514.993,0,975,578,1982.829231,975,25776.78,13972,584.43,25776.78,0,13036,10386,975,0,0,975,5737,5512,2144.224,919,0,16978,974,5728,0,5054,5267,5936,974,0,0,658,0.076923077,0,0,0,0,0,0,0,13,0,13,0,0.923076923,0,0,0,0,0,0,0,0,0,0,0,110,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
19278,0,17.49509387,96.63828667,76.14722,29910.53,41.99724,50.517595,76.14722,41.99724,5356.016427,34.14998,5307.10765,26101,4.98396,43502,43502,48.22708785,34802,76.14722,5600,157.92,41.99724,0,5749,4920.653575,43502,0,4.98396,34802,3932,3932,2006.276,8700,0,5987,26102,1135,0,3932,2291,1421,26102,0,0,579,0,0,1,2,4,0,0,0,5,0,5,0,0,0,5,3,5,0,0,0,0,3,4,0,34,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
19279,0,21.71805905,1258.2975,5033.19,3696.37792,4527.21,1258.2975,5033.19,4527.21,6083.25,505.98,6083.25,1314.988,505.98,4273,2738,0,4273,0,9849,299.11,0,0,9849,0,1615,0,0,1615,4039,4062,737,0,2658,0,0,3806,2658,0,3806,0,0,0,0,811,1,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19280,0,19.81304323,92.222125,77.44564,3873.36,44.37306,49.97780529,77.44564,44.37306,5376.409348,33.07258,4774.58502,13091,3.83346,26182,26182,0,26182,0,6761,333.76278,0,46277.1286,5399,0,26182,40664.33346,0,26182,5028,5028,1177.186,0,0,0,0,1115,0,0,2416,0,0,0,0,825,0,0,2,2,4,0,0,4,4,0,4,0,0,1,4,0,4,0,0,0,0,4,4,4,29,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19281,1,14.20847037,2567.05,2567.05,2567.05,2567.05,2567.05,2567.05,2567.05,10808,0,10808,5404,0,10808,10808,0,10808,0,12120,244.31,0,0,12120,0,10808,0,0,10808,5047,5232,409,0,0,0,0,3812,0,0,5128,0,0,0,0,993,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19282,0,18.61293315,93.39499167,78.68684,15953.5,45.42006,50.65906467,78.68684,45.42006,5435.152098,33.26678,5808.659754,57860,3.37968,89396,89396,51.04239768,50462,78.68684,7117,454.41,45.42006,131782.5,5337,5345.714222,89396,131782.5,3.37968,50462,5936,5936,1634,26324,0,5432,11050,1114,0,719,2374,672,11050,107629.8792,0,404,1,0,4,7,4,0,2,4,7,0,7,0,0,0,5,1,7,0,0,0,0,4,6,4,48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19283,1,15.58378873,82.84440667,75.69672,1409.72,47.17206,49.44491329,75.69672,47.17206,5357.141954,28.52466,4845.984537,13845.5,2.74474,27691,27691,0,27691,0,5495,279.31,0,0,5950,0,27691,0,0,27691,3950,3950,220,0,0,0,0,1081,0,0,2325,0,0,0,0,768,0,0,0,0,4,0,0,0,4,0,4,0,0,3,2,0,4,0,0,0,0,4,4,0,30,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19284,0,18.66420971,876.466,4382.33,2568.10202,4382.33,356.466,1782.33,1782.33,8406.4,0,10837.5,541.347,0,945,589,0,945,0,12392,455.61,0,0,10647,0,945,0,0,945,4749,5046,257,0,0,0,0,5207,0,0,4902,0,0,0,0,834,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19285,0,17.26518167,81.46758667,77.65694,7255.67,46.02398,61.442773,77.65694,46.02398,3672.999414,31.63296,3389.973684,19639,31.63296,33113,33113,0,26948,0,4843,454.16,0,0,4869,0,21675,0,0,21675,2109,2758,120,0,11438,0,0,1288,5273,0,1254,0,0,0,0,376,1,0,3,7,7,2,0,0,2,0,2,0,0,2,5,4,12,1,2,1,1,2,2,0,46,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19286,0,8.68851008,593.27,4152.89,2660.39918,3767.77,323.8085714,2266.66,2158.54,4684.142857,385.12,6987.5,1082.634,108.12,3745,2224,323.8085714,3116,2266.66,9396,317.21,2158.54,0,11604,6987.5,1512,0,108.12,1512,5054,5282,356,1117,2233,11604,2873,4169,1472,4647,3869,4169,1401,0,1472,700,1,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
19287,0,19.08876801,76.298995,65.92886,3889.3,38.8995,50.21266733,65.92886,38.8995,5067.734823,27.02936,4351.11281,30258,1.67082,31458,31458,0,27858,0,5647,454.06,0,0,5863,0,27858,0,0,27858,2822,4146,340,0,3600,0,0,1530,0,0,1800,0,0,0,0,857,0,0,3,4,3,1,0,0,3,0,3,0,0,0,2,0,6,0,0,0,0,2,2,0,38,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19288,0,34.98659992,1091.186667,3273.56,1892.82346,3103.56,1034.52,3103.56,3103.56,9011,170,9011,535.608,0,1532,614,1034.52,1018,3103.56,13249,454.43,3103.56,0,14838,13239,977,0,0,977,5587,5768,447,958,555,14838,971,5936,0,5171,5049,5936,971,0,0,677,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
19289,1,17.25696754,81.08616,66.07852,4130.52,44.35896,52.77640133,66.07852,44.35896,5283.394224,21.71956,6017.508102,13239,0.83456,26478,26478,0,26478,0,6741,454.43,0,144179.2271,5609,0,26478,110117.6336,0,26478,5936,5936,599,0,0,0,0,1073,0,0,2424,0,0,0,0,767,0,0,2,2,2,0,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,1,1,2,33,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19290,0,19.02245614,92.67586167,78.0653,4621.64,45.7976,150.3756425,78.0653,45.7976,5326.1057,32.2677,4415.944419,34562,32.2677,69124,69124,49.94515745,69124,78.0653,7001,414.93,45.7976,237141.098,6978,3834.758839,69124,217920.4993,32.2677,69124,4443,4443,472,7743,0,6396,51626,1172,0,5247,2358,1423,51626,96724.71598,0,619,1,0,4,4,8,0,2,2,8,0,8,0,0,2,6,6,8,0,0,0,0,6,6,2,71,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
